n,mean_a,mean_b,mean_diff,dz,ci_low,ci_high,t,p_ttest,wilcoxon_W,p_wilcoxon,n_positive,mean_reject_eyes_open,mean_reject_eyes_closed
107,0.13613271028037385,0.07819532710280375,-0.05793738317757009,-0.24756860480331447,-0.10279187284141317,-0.013082893513727024,-2.5608695607187393,0.011848573071955536,358.0,0.0005518233031403393,14,0.13613271028037385,0.07819532710280375
