feature,channel,band,importance_mean,importance_std
logabs_F4_theta,F4,theta,0.00026376892356272386,0.00011032039236344062
rel_PO7_alpha,PO7,alpha,0.0002635212532119624,0.00034008972152025404
rel_O2_alpha,O2,alpha,0.0002632735828611343,0.00016793182159618064
rel_FCz_theta,FCz,theta,0.0002620352311073937,0.00013472584149637617
rel_P1_beta,P1,beta,0.00026178756075658784,0.00027143879514026503
logabs_C6_gamma,C6,gamma,0.0002575771647935765,5.353920396958471e-05
logabs_P4_beta,P4,beta,0.0002560911426890522,3.516046793985277e-05
logabs_F8_delta,F8,delta,0.00025361443918134883,0.00017991064771496874
logabs_O2_theta,O2,theta,0.00025188074672604087,0.00013153277771802487
logabs_C2_beta,C2,beta,0.00024940404321840417,6.314671183579347e-05
rel_T10_theta,T10,theta,0.0002464319990092667,0.0002633808537605225
logabs_AF3_delta,AF3,delta,0.00024197393269556055,0.00012879477400675474
rel_P4_delta,P4,delta,0.00024147859199394884,5.867749165212288e-05
rel_C3_gamma,C3,gamma,0.00023924955883711796,0.00013748359415619908
logabs_Fp2_gamma,Fp2,gamma,0.00023825887743413876,0.00016373539150276738
logabs_TP7_gamma,TP7,gamma,0.00023454382217262814,2.4873305335192386e-05
rel_FT7_theta,FT7,theta,0.00023033342620970565,8.044522098468086e-05
rel_AF8_beta,AF8,beta,0.00022959041515737688,8.872200502292201e-05
rel_CP6_beta,CP6,beta,0.00022810439305274156,0.00011870723904845495
region_central_gamma,-,gamma,0.00022438933779131976,0.0001684930357004659
rel_FC5_theta,FC5,theta,0.0002214172935822045,0.0002400402333921225
rel_FC6_beta,FC6,beta,0.0002167115569176703,0.00042496291798169557
logabs_CP1_delta,CP1,delta,0.0002087861056932594,0.00019143267975213653
rel_F7_theta,F7,theta,0.00020680474288718996,0.0001247924364697767
logabs_T9_delta,T9,delta,0.00020259434692417865,0.0001943014548293765
rel_P5_beta,P5,beta,0.00019937463236434637,5.3756448828974134e-05
rel_C2_beta,C2,beta,0.00019640258815512013,5.886327616713841e-05
rel_FC2_delta,FC2,delta,0.0001944212253490063,5.1369959371973894e-05
rel_PO4_theta,PO4,theta,0.00019194452184139176,9.441406874345182e-05
rel_PO3_beta,PO3,beta,0.00019169685149063033,0.00017145229354833538
logabs_CP6_gamma,CP6,gamma,0.00019169685149063033,2.4907807112899387e-05
logabs_T9_beta,T9,beta,0.00018971548868444986,0.0001038013594197261
rel_Fpz_theta,Fpz,theta,0.0001879817962291419,5.5010701604229904e-05
logabs_FC1_theta,FC1,theta,0.00018674344447540127,5.127075370853645e-05
rel_CP1_gamma,CP1,gamma,0.00018674344447537904,0.0002787203824352711
rel_AF8_theta,AF8,theta,0.00018674344447533464,0.00014914896886135222
logabs_C6_theta,C6,theta,0.00018624810377387835,0.00010377831011520845
logabs_TP7_delta,TP7,delta,0.0001855050927216162,4.170433367716872e-05
logabs_CP4_delta,CP4,delta,0.00018500975201998226,0.00021785363370330105
rel_P7_alpha,P7,alpha,0.00018476208166926523,0.0002471501921472182
logabs_FC6_theta,FC6,theta,0.0001847620816692208,1.037262826111512e-05
rel_T9_delta,T9,delta,0.00018451441131845937,0.00015051349231765248
logabs_PO4_beta,PO4,beta,0.00018377140026621942,3.763122576674001e-05
logabs_FC5_delta,FC5,delta,0.0001832760595646743,0.0002682133825268347
rel_T9_beta,T9,beta,0.00018228537816160627,0.00033115146736620207
logabs_F4_delta,F4,delta,0.00018055168570632051,5.847538417115148e-05
logabs_P1_alpha,P1,alpha,0.00018055168570629831,3.208645625231511e-05
rel_PO3_gamma,PO3,gamma,0.0001795610043032525,0.000384736578790996
rel_P5_delta,P5,delta,0.00017956100430318588,2.9854295444092882e-05
rel_FT7_gamma,FT7,gamma,0.0001773319711463772,0.000250300758840368
region_temporal_gamma,-,gamma,0.00017708430079557135,8.549830183958391e-05
rel_FC3_beta,FC3,beta,0.0001763412897433536,0.00021052358601404263
rel_O2_beta,O2,beta,0.00017411225658647833,6.175688876708632e-05
rel_T7_alpha,T7,alpha,0.0001716355530788416,0.00013454359845336056
logabs_P2_beta,P2,beta,0.00016990186062346702,3.554220548747854e-05
logabs_Cz_alpha,Cz,alpha,0.00016965419027274996,6.115000521157642e-05
rel_PO7_delta,PO7,delta,0.00016792049781735318,5.915952522325e-05
logabs_AF3_theta,AF3,theta,0.0001674251571158747,0.0004701624843773637
rel_T9_gamma,T9,gamma,0.0001661868053619786,0.0005429504649654563
logabs_FC6_gamma,FC6,gamma,0.0001651961239589772,4.207189596373387e-05
logabs_C5_delta,C5,delta,0.0001624717501005346,9.314973755648931e-05
logabs_CP3_alpha,CP3,alpha,0.00016222407974988417,3.326536444643057e-05
derived_individual_alpha_peak_hz,-,derived,0.00015801368378682846,5.660554495694955e-05
rel_AF8_alpha,AF8,alpha,0.00015702300238378263,0.0002843439000462761
logabs_FCz_beta,FCz,beta,0.00015677533203299897,2.297601415352252e-05
logabs_T9_theta,T9,theta,0.00015528930992843027,0.00017906172412689137
rel_Fz_delta,Fz,delta,0.00015330794712236083,0.00013574820736804137
logabs_C3_theta,C3,theta,0.0001523172657192262,4.712900616234718e-05
rel_TP8_delta,TP8,delta,0.00015182192501779214,0.0002394174337705299
logabs_CP1_theta,CP1,theta,0.0001508312436147463,5.8144010648505445e-05
logabs_FT7_alpha,FT7,alpha,0.00015008823256241756,0.00016311570053375972
logabs_Fp1_alpha,Fp1,alpha,0.0001498405622116783,0.0001303390958352078
rel_PO7_theta,PO7,theta,0.0001488498808086325,0.00011483841485111903
logabs_P5_delta,P5,delta,0.0001476115290547808,3.91789132142231e-05
logabs_C2_delta,C2,delta,0.00014538249589792773,4.808633233455848e-05
logabs_FC5_beta,FC5,beta,0.00014364880344257535,0.000138967125362103
rel_F6_delta,F6,delta,0.00014265812203952954,0.00013342606590415853
logabs_TP7_alpha,TP7,alpha,0.00014191511098720077,3.9678305250391284e-05
rel_F1_delta,F1,delta,0.00014166744063652813,7.851032924147837e-05
rel_T9_theta,T9,theta,0.00014117209993500524,5.000856296601058e-05
logabs_FC5_theta,FC5,theta,0.00014092442958417716,7.393447412605798e-05
logabs_Iz_delta,Iz,delta,0.00013820005572577897,0.00014292231709957514
rel_F5_theta,F5,theta,0.00013671403362121027,6.279603476151494e-05
rel_T10_alpha,T10,alpha,0.00013572335221818667,6.729436329319426e-05
rel_C3_theta,C3,theta,0.0001317606266059368,6.630260650463765e-05
logabs_P6_theta,P6,theta,0.0001317606266059146,3.072110857910119e-05
logabs_O2_delta,O2,delta,0.00013151295625526415,0.0001853484552806761
rel_CP3_gamma,CP3,gamma,0.00013027460450136806,0.00013412532907971258
rel_P3_beta,P3,beta,0.00012903625274758302,2.2060742086374588e-05
region_temporal_beta,-,beta,0.0001285409120460157,0.00013476635705607227
logabs_FC5_alpha,FC5,alpha,0.00012556886783687826,6.848700987789093e-05
logabs_C1_theta,C1,theta,0.00012259682362774081,3.7084448375984784e-05
logabs_F7_delta,F7,delta,0.00012160614222465061,0.00020315521908502188
logabs_CP2_theta,CP2,theta,0.00012086313117232184,9.9360578871299e-05
rel_AFz_alpha,AFz,alpha,0.00012036779047090995,0.00014624173985341855
rel_Oz_beta,Oz,beta,0.00011838642766475172,4.3059041508287166e-05
rel_C6_beta,C6,beta,0.00011813875731403467,0.0001450418137002241
rel_P7_delta,P7,delta,0.0001178910869632066,4.625140188920445e-05
logabs_C3_delta,C3,delta,0.00011442370205252405,0.00014018798208014077
logabs_POz_alpha,POz,alpha,0.000113185350298739,2.680795592009722e-05
region_frontal_gamma,-,gamma,0.00010996563573875128,0.00012011731145445182
logabs_P6_gamma,P6,gamma,0.00010847961363422698,1.8444375356253456e-05
logabs_C6_delta,C6,delta,0.00010748893223118116,0.000126043040434554
rel_CP3_theta,CP3,theta,0.00010501222872352222,4.2310331452883484e-05
region_parietal_alpha,-,alpha,0.00010501222872345561,0.00012113181875795812
logabs_C4_beta,C4,beta,0.00010377387696971496,1.2218961774401569e-05
logabs_AF7_theta,AF7,theta,0.00010204018451436259,0.0006544759195710893
logabs_P3_alpha,P3,alpha,0.00010104950311133898,2.9962994849370746e-05
rel_F8_delta,F8,delta,0.00010104950311131677,6.18462174967913e-05
logabs_T7_alpha,T7,alpha,9.857279960370224e-05,2.7160303522515628e-05
rel_Oz_gamma,Oz,gamma,9.262871118542737e-05,5.604906443439037e-05
rel_F3_alpha,F3,alpha,8.965666697622333e-05,0.00013468485831166506
region_central_beta,-,beta,8.916132627474482e-05,2.5245373071226503e-05
rel_CP4_theta,CP4,theta,8.916132627470041e-05,2.815174215217861e-05
rel_P2_delta,P2,delta,8.891365592398338e-05,4.3064739409823035e-05
global_delta,-,delta,8.717996346858658e-05,3.1684385790495744e-05
rel_F6_alpha,F6,alpha,8.222655645335752e-05,0.0001562927472077772
rel_F8_beta,F8,beta,8.148354540107316e-05,7.279739023550677e-05
rel_CPz_beta,CPz,beta,8.024519364719928e-05,1.364211817973018e-05
rel_TP7_theta,TP7,theta,7.999752329652665e-05,2.6773611682657175e-05
rel_C4_gamma,C4,gamma,7.900684189343643e-05,0.0001105769763018349
rel_F3_beta,F3,beta,7.826383084108546e-05,2.0504352965697718e-05
region_frontal_theta,-,theta,7.776849013962917e-05,3.5038133817021475e-05
rel_C5_alpha,C5,alpha,7.65301383857997e-05,5.931381731288049e-05
rel_Cz_theta,Cz,theta,7.454877557973027e-05,7.56810242502945e-05
rel_FC4_theta,FC4,theta,7.306275347509494e-05,0.00017475771584098655
rel_C3_alpha,C3,alpha,7.306275347502833e-05,2.192966768450392e-05
logabs_P6_beta,P6,beta,7.231974242276618e-05,8.916132627493727e-06
logabs_P7_beta,P7,beta,7.207207207198252e-05,9.313195592449013e-06
logabs_Fz_delta,Fz,delta,7.132906101976477e-05,3.9133482923095596e-05
rel_PO7_beta,PO7,beta,6.984303891517385e-05,0.0002487991366401925
logabs_T9_alpha,T9,alpha,6.810934645982148e-05,0.0001117841409379716
rel_Pz_theta,Pz,theta,6.786167610908222e-05,0.00016867860117465797
logabs_F4_alpha,F4,alpha,6.6870994705992e-05,2.0765944154064164e-05
rel_CP2_theta,CP2,theta,6.637565400451351e-05,0.0003274428716930694
rel_F7_delta,F7,delta,6.58803133029684e-05,6.218153702874663e-05
logabs_P4_theta,P4,theta,6.53849726014899e-05,8.19186299307546e-06
rel_Fp2_alpha,Fp2,alpha,6.464196154916113e-05,0.00010830701180730472
logabs_P4_gamma,P4,gamma,6.26605987430695e-05,1.2715888823714125e-05
logabs_FC4_alpha,FC4,alpha,6.241292839228584e-05,2.85906430651246e-05
rel_POz_alpha,POz,alpha,6.216525804159101e-05,7.44141220694302e-05
rel_P5_alpha,P5,alpha,6.191758769074074e-05,8.232943940359126e-05
logabs_Fp1_delta,Fp1,delta,6.117457663845638e-05,2.8060077968206834e-05
rel_T7_beta,T7,beta,5.696418067551168e-05,4.729790458929086e-05
global_alpha,-,alpha,5.3496795764806925e-05,5.1652184576622066e-05
logabs_T7_gamma,T7,gamma,5.250611436176111e-05,9.482896365653918e-06
rel_T7_gamma,T7,gamma,5.2010773660260413e-05,7.137892164972792e-05
rel_P5_theta,P5,theta,5.0029410854168786e-05,0.00031909381252176596
rel_Oz_alpha,Oz,alpha,4.953407015262368e-05,3.648412089442144e-05
rel_TP8_alpha,TP8,alpha,4.953407015253486e-05,7.135313601871852e-05
rel_FC6_gamma,FC6,gamma,4.9286399801817814e-05,0.00010627742247451064
logabs_C2_alpha,C2,alpha,4.8048048048032754e-05,1.739696908835354e-05
rel_FT7_beta,FT7,beta,4.606668524191893e-05,0.00014693010943308817
rel_Fp1_alpha,Fp1,alpha,4.507600383889532e-05,0.00013587512363314304
rel_C1_gamma,C1,gamma,4.4828333488045045e-05,6.694158935809143e-05
rel_T8_beta,T8,beta,4.334231138352074e-05,4.0575630309887384e-05
logabs_Fz_gamma,Fz,gamma,4.2846970681975624e-05,1.1175395607747005e-05
rel_C5_beta,C5,beta,4.210395962969127e-05,3.4336079899704655e-05
rel_C2_theta,C2,theta,4.1608618928123954e-05,3.0761016505213685e-05
logabs_FC2_delta,FC2,delta,4.086560787590621e-05,4.256040408841916e-05
rel_FC5_delta,FC5,delta,4.0865607875884004e-05,4.8640590499102525e-05
rel_P8_alpha,P8,alpha,4.08656078758618e-05,0.00011485336999528785
rel_F2_theta,F2,theta,4.061793752512255e-05,2.7416559682722954e-05
rel_P2_theta,P2,theta,4.012259682359964e-05,3.6973459002299866e-05
logabs_CP3_delta,CP3,delta,3.937958577129308e-05,4.5650691498951454e-05
rel_F8_alpha,F8,alpha,3.888424506979238e-05,7.204866299674332e-05
rel_AF7_alpha,AF7,alpha,3.888424506979238e-05,0.000709521566797371
logabs_FT7_gamma,FT7,gamma,3.640754156213344e-05,3.503988445449307e-05
rel_CP1_theta,CP1,theta,3.417850840532477e-05,9.986982522530388e-06
rel_P1_delta,P1,delta,3.2692486300733845e-05,8.769978793300522e-05
logabs_F2_delta,F2,delta,3.244481594995019e-05,0.00010928522634743218
rel_F6_beta,F6,beta,3.120646419616513e-05,7.52094564034892e-05
rel_F3_theta,F3,theta,3.120646419612072e-05,3.0327231922652876e-05
rel_P7_beta,P7,beta,3.071112349455341e-05,0.00018967959572140265
logabs_P6_delta,P6,delta,3.0215782793052703e-05,1.3189463564043495e-05
logabs_T7_delta,T7,delta,2.9472771740790547e-05,2.2337064756393488e-05
rel_FC3_theta,FC3,theta,2.6500727531630908e-05,3.727089061917364e-05
logabs_Fp2_delta,Fp2,delta,2.6500727531630908e-05,6.580764808841715e-06
rel_Pz_beta,Pz,beta,2.6005386830063593e-05,2.1803432539746317e-05
rel_FT8_alpha,FT8,alpha,2.5757716479279935e-05,0.00020832654306954238
rel_P1_theta,P1,theta,2.4024024023949763e-05,1.2788043112914331e-05
logabs_T10_delta,T10,delta,2.3281012971665405e-05,2.9621208285043584e-05
rel_CPz_theta,CPz,theta,2.3033342620926155e-05,1.186751969356813e-05
rel_POz_theta,POz,theta,2.253800191949207e-05,0.0002571021045829905
rel_TP7_gamma,TP7,gamma,2.229033156870841e-05,6.01028126620727e-05
rel_O1_theta,O1,theta,2.2290331568664003e-05,9.73820166624184e-05
logabs_F7_beta,F7,beta,2.0061298411810924e-05,8.240167880222806e-05
rel_Oz_theta,Oz,theta,2.0061298411766516e-05,1.0072604269917886e-05
rel_Pz_delta,Pz,delta,1.9813628060982858e-05,7.832024173018182e-06
rel_CP6_delta,CP6,delta,1.9565957710288017e-05,1.3231253907110407e-05
rel_F2_alpha,F2,alpha,1.931828735950436e-05,2.9342404447433956e-05
rel_AF4_beta,AF4,beta,1.931828735950436e-05,8.682815274406455e-05
rel_F1_alpha,F1,alpha,1.8822946657937045e-05,0.00010319981004836115
logabs_CP3_theta,CP3,theta,1.8575276307153387e-05,1.0060417206414051e-05
logabs_P3_theta,P3,theta,1.7832265254957845e-05,3.315084066850738e-05
rel_Pz_alpha,Pz,alpha,1.7584594904151985e-05,1.7659434414985123e-05
rel_AF4_theta,AF4,theta,1.7336924553412736e-05,6.563497942337174e-05
region_temporal_delta,-,delta,1.708925420258467e-05,6.496049121201863e-05
rel_F4_beta,F4,beta,1.5850902448821813e-05,9.378828508750157e-06
region_temporal_alpha,-,alpha,1.5850902448799607e-05,1.2269060228678316e-05
rel_AF3_beta,AF3,beta,1.4860221045731591e-05,0.00014918104452779488
logabs_Fp2_theta,Fp2,theta,1.461255069497014e-05,0.0003086546969149048
logabs_PO4_delta,PO4,delta,1.4117209993447233e-05,0.00021712173541586985
rel_TP8_theta,TP8,theta,1.1145165784243183e-05,2.7976884919029717e-05
logabs_P2_theta,P2,theta,1.0897495433503934e-05,5.933759846756261e-06
region_frontal_delta,-,delta,1.064982508278689e-05,1.8210087806245544e-05
global_gamma,-,gamma,9.906814030480326e-06,3.490307104786031e-05
region_frontal_alpha,-,alpha,8.916132627456718e-06,9.197677899051042e-05
region_frontal_beta,-,beta,8.668462276673061e-06,3.571952596354146e-05
rel_FC6_alpha,FC6,alpha,8.668462276650857e-06,5.3881821826015824e-05
logabs_F3_delta,F3,delta,8.173121575150156e-06,0.00025122687141169574
rel_F5_alpha,F5,alpha,8.173121575150156e-06,9.052681654382329e-06
rel_AFz_delta,AFz,delta,7.92545122443311e-06,3.032925447975115e-05
rel_T10_beta,T10,beta,7.925451224366498e-06,1.5831541378427312e-05
logabs_F1_delta,F1,delta,7.4301105228435915e-06,6.025570737018683e-05
rel_AF3_gamma,AF3,gamma,6.687099470492619e-06,0.00015195055406282023
rel_T7_delta,T7,delta,6.439429119842188e-06,2.2799128641895147e-05
rel_P7_theta,P7,theta,5.944088418230465e-06,7.600453877034064e-05
logabs_CP4_theta,CP4,theta,5.448747716796376e-06,0.00012504434276838002
region_central_theta,-,theta,5.2010773659683094e-06,5.985224469108562e-06
rel_F4_delta,F4,delta,4.953407015206857e-06,5.2742737225572396e-05
logabs_C1_delta,C1,delta,4.458066313728359e-06,7.6176249647539695e-06
rel_Fz_alpha,Fz,alpha,3.962725612161044e-06,7.726918026001236e-05
rel_CP5_alpha,CP5,alpha,3.7150552614440003e-06,8.009369653624254e-05
logabs_O1_delta,O1,delta,3.7150552614440003e-06,6.166942000788696e-06
logabs_Fp1_theta,Fp1,theta,3.7150552613995912e-06,1.5003999857181088e-05
logabs_FT7_theta,FT7,theta,3.7150552613551826e-06,0.00042284880187854764
logabs_Cz_theta,Cz,theta,2.9720442091818455e-06,7.288412851386629e-06
logabs_Fz_theta,Fz,theta,2.7243738583759835e-06,1.8199979513450734e-06
logabs_T10_alpha,T10,alpha,2.4767035076145305e-06,2.823876474638923e-06
logabs_CPz_delta,CPz,delta,2.229033156830873e-06,8.629454885138076e-06
global_theta,-,theta,1.4860221045687182e-06,7.237739609846517e-06
rel_AF4_delta,AF4,delta,9.906814030458123e-07,9.266975974114838e-07
rel_F7_beta,F7,beta,-2.476703507836575e-07,2.792641083373347e-05
rel_T8_alpha,T8,alpha,-2.4767035080586195e-07,0.00013818895893842598
logabs_FCz_delta,FCz,delta,-4.95340701567315e-07,4.8105463052196746e-05
logabs_C2_theta,C2,theta,-7.430110523287681e-07,3.554738266808402e-06
rel_C2_gamma,C2,gamma,-9.906814030458123e-07,1.8199979513450734e-06
rel_F6_gamma,F6,gamma,-9.906814030680166e-07,6.332519686073928e-05
rel_Fpz_alpha,Fpz,alpha,-1.7336924553523757e-06,2.012083441283903e-06
logabs_CP2_delta,CP2,delta,-2.2290331569196908e-06,3.317673543161857e-05
rel_CP5_beta,CP5,beta,-2.724373858398188e-06,2.2906495040628723e-05
logabs_F7_theta,F7,theta,-2.7243738584203926e-06,6.42197327803073e-05
logabs_PO3_theta,PO3,theta,-3.219714559965503e-06,4.188485687859406e-06
rel_FC6_theta,FC6,theta,-3.715055261466205e-06,8.025436609891462e-06
rel_F8_gamma,F8,gamma,-3.7150552615106135e-06,8.325555896811051e-06
rel_TP8_beta,TP8,beta,-4.210395962966907e-06,1.7972746410620147e-05
rel_TP7_alpha,TP7,alpha,-4.210395963055724e-06,1.6346243150351784e-05
logabs_F1_theta,F1,theta,-6.191758769080735e-06,0.00021375830957375054
rel_P8_delta,P8,delta,-7.925451224455315e-06,2.670479070081291e-05
rel_CPz_delta,CPz,delta,-7.925451224455315e-06,4.471804609238996e-06
logabs_Fpz_theta,Fpz,theta,-9.659143679807691e-06,5.430366591359358e-05
rel_P2_alpha,P2,alpha,-9.906814030569144e-06,0.00015561504783607243
rel_C4_delta,C4,delta,-1.0649825082831299e-05,4.606934828740052e-06
logabs_T8_beta,T8,beta,-1.1145165784354205e-05,1.1430462966945448e-05
rel_AF4_alpha,AF4,alpha,-1.164050648587711e-05,5.2937763199268565e-05
rel_CP2_beta,CP2,beta,-1.2878858239728786e-05,1.497535452929395e-05
logabs_F2_theta,F2,theta,-1.312652859044583e-05,2.9488377085303496e-05
logabs_P4_delta,P4,delta,-1.362186929199094e-05,1.4206005163602845e-05
rel_FC5_alpha,FC5,alpha,-1.3621869292013144e-05,0.00021672358628662314
region_parietal_beta,-,beta,-1.386953964273019e-05,5.615075223042857e-06
rel_F3_delta,F3,delta,-1.4612550695058956e-05,3.235299126160667e-05
region_occipital_gamma,-,gamma,-1.5107891396626271e-05,2.3566455320296634e-05
global_beta,-,beta,-1.5603232098126972e-05,2.2007848565927396e-05
logabs_FC1_delta,FC1,delta,-1.659391350115058e-05,8.469312080174342e-05
logabs_FC3_delta,FC3,delta,-1.8079935605741503e-05,7.01287684038202e-05
logabs_CPz_theta,CPz,theta,-1.8575276307286615e-05,3.0983550981616876e-05
rel_F2_gamma,F2,gamma,-1.9070617008809522e-05,1.3282152431458954e-05
logabs_P2_delta,P2,delta,-2.0804309464117488e-05,2.8609945853221284e-05
rel_F8_theta,F8,theta,-2.1051979814901146e-05,8.160728661955939e-05
rel_FC6_delta,FC6,delta,-2.1794990867229912e-05,0.0002689688606392745
rel_O1_gamma,O1,gamma,-2.278567227025352e-05,0.00012730496951414522
logabs_FC2_theta,FC2,theta,-2.50147054271066e-05,8.11981116462903e-05
rel_F1_gamma,F1,gamma,-2.6500727531653113e-05,3.286278518637177e-05
rel_P4_alpha,P4,alpha,-2.674839788243677e-05,6.403895166672136e-05
logabs_Oz_delta,Oz,delta,-2.996811244233566e-05,0.00019441002464758386
rel_FC3_gamma,FC3,gamma,-3.0463453143902975e-05,0.00012462913800510614
region_parietal_theta,-,theta,-3.0711123494642224e-05,6.378845926958479e-05
logabs_CP6_theta,CP6,theta,-3.1454134546948785e-05,0.0003313923695363041
logabs_FCz_theta,FCz,theta,-3.244481594995019e-05,5.03045248621717e-05
logabs_Fz_alpha,Fz,alpha,-3.318782700227896e-05,1.4257726227273683e-05
rel_P4_theta,P4,theta,-3.417850840532477e-05,0.00016183433427380446
rel_Fp1_gamma,Fp1,gamma,-3.467384910689208e-05,4.015774450329383e-05
logabs_F7_alpha,F7,alpha,-3.492151945765354e-05,1.8852253227102466e-05
rel_FC3_delta,FC3,delta,-3.591220086069935e-05,4.275453144266691e-05
logabs_FC4_delta,FC4,delta,-3.6655211912961504e-05,0.00026175674659575454
logabs_AF8_alpha,AF8,alpha,-3.6902882263722955e-05,2.382532133878518e-05
rel_P1_alpha,P1,alpha,-3.715055261450661e-05,0.00012776525809644058
logabs_POz_gamma,POz,gamma,-3.9131915420620446e-05,1.0229714957715472e-05
logabs_F5_theta,F5,theta,-4.111327822662325e-05,0.00015012051614933264
logabs_AFz_theta,AFz,theta,-4.185628927899643e-05,7.818463030674874e-05
rel_P6_delta,P6,delta,-4.309464103280369e-05,2.372211391693276e-05
logabs_C4_theta,C4,theta,-4.6809696294247695e-05,0.00010084594129298415
logabs_O1_theta,O1,theta,-4.68096962942921e-05,8.840131660354363e-06
rel_P4_gamma,P4,gamma,-4.755270734657646e-05,0.00017221301522071824
rel_C5_theta,C5,theta,-4.829571839890523e-05,1.8250464990644753e-05
logabs_PO4_theta,PO4,theta,-5.077242190645315e-05,2.3548228127211544e-05
logabs_Oz_theta,Oz,theta,-5.201077366030482e-05,2.0765944154119777e-05
rel_POz_beta,POz,beta,-5.3992136466396445e-05,7.302958330534143e-05
logabs_Fpz_alpha,Fpz,alpha,-5.4487477167874944e-05,0.00013435060749741564
rel_P6_theta,P6,theta,-5.498281786937564e-05,8.309921590249107e-05
rel_FC2_alpha,FC2,alpha,-5.646883997405539e-05,9.405149092554385e-05
logabs_Fpz_delta,Fpz,delta,-5.770719172786265e-05,2.3320501346893583e-05
logabs_F3_theta,F3,theta,-5.944088418321503e-05,0.00010702970402813038
logabs_CP6_delta,CP6,delta,-6.16699173400903e-05,0.00013611823680891011
logabs_Pz_beta,Pz,beta,-6.290826909385316e-05,7.279991805402955e-06
rel_P6_alpha,P6,alpha,-6.315593944461462e-05,9.611077646462803e-05
rel_F7_alpha,F7,alpha,-6.48896318999892e-05,6.114298299012489e-05
logabs_Fpz_beta,Fpz,beta,-6.5880313303035e-05,2.4610508132477474e-05
region_parietal_gamma,-,gamma,-6.612798365377426e-05,0.00011984430210653971
rel_AF8_delta,AF8,delta,-6.761400575834297e-05,3.2769323916432635e-05
rel_P6_beta,P6,beta,-6.885235751212804e-05,5.090574721413925e-05
logabs_P3_delta,P3,delta,-6.95953685644346e-05,0.0001959875438236027
rel_PO3_theta,PO3,theta,-7.033837961674116e-05,9.350466008554142e-05
logabs_CP2_alpha,CP2,alpha,-7.331042382594522e-05,2.8166990514407076e-05
rel_AF3_delta,AF3,delta,-7.380576452740151e-05,7.955039039940517e-05
logabs_T7_beta,T7,beta,-7.578712733355975e-05,2.7304462722593974e-05
rel_FT8_delta,FT8,delta,-7.875917154271938e-05,8.6601790531465e-05
logabs_FT7_beta,FT7,beta,-7.92545122442645e-05,0.00034994076485408114
rel_FC1_alpha,FC1,alpha,-8.618928206560739e-05,0.0003287562466171646
rel_F6_theta,F6,theta,-8.990433732702918e-05,0.0001268609023857154
rel_F4_theta,F4,theta,-9.015200767783504e-05,0.0001229163772424428
rel_TP7_beta,TP7,beta,-9.287638153621103e-05,7.652572988687375e-05
logabs_P2_gamma,P2,gamma,-9.485774434225824e-05,9.1537567815271e-06
rel_F4_alpha,F4,alpha,-9.560075539465363e-05,0.0001120127324363142
rel_P8_beta,P8,beta,-9.683910714846089e-05,0.00016364882850829915
rel_C4_theta,C4,theta,-9.882046995457472e-05,4.016079936959858e-05
logabs_PO8_delta,PO8,delta,-0.00010204018451451802,0.0003137911993966831
logabs_F1_alpha,F1,alpha,-0.00010278319556675797,0.0001761160859448303
rel_FCz_alpha,FCz,alpha,-0.00010278319556678017,0.00019272509363050088
rel_FC4_alpha,FC4,alpha,-0.00010550756942515616,0.0001123299039745565
rel_C6_theta,C6,theta,-0.0001094702950373172,0.0001103331801360725
region_occipital_beta,-,beta,-0.0001099656357388401,5.922066882220955e-05
